tahun,bulan,puskesmas,desa,sasaran,sangat pendek,pendek,normal,tinggi,jumlah balita diukur,stunting,stunting (%)
2024,januari,TLANAKAN,AMBAT,602,13,15,286,2,316,28,8.860759494
2024,januari,TLANAKAN,TLANAKAN,327,2,2,123,12,139,4,2.877697842
2024,januari,TLANAKAN,BRANTA PASISIR,695,22,39,197,1,259,61,23.55212355
2024,januari,TLANAKAN,BRANTA TINGGI,229,0,5,163,0,168,5,2.976190476
2024,januari,TLANAKAN,TLESA,115,0,0,1,1,2,0,0
2024,januari,TLANAKAN,LARANGAN TOKOL,659,3,6,420,9,438,9,2.054794521
2024,januari,TLANAKAN,CEGUK,573,3,10,139,5,157,13,8.280254777
2024,januari,TLANAKAN,PANGLEGUR,796,7,5,213,24,249,12,4.819277108
2024,januari,TLANAKAN,GUGUL,645,9,13,266,1,289,22,7.612456747
2024,januari,TLANAKAN,BUKEK,231,11,29,61,0,101,40,39.6039604
2024,januari,PADEMAWU,PADEMAWU BARAT,540,0,0,275,0,275,0,0
2024,januari,PADEMAWU,BUNDER,212,1,1,104,0,106,2,1.886792453
2024,januari,PADEMAWU,DASOK,393,0,1,219,0,220,1,0.454545455
2024,januari,PADEMAWU,MURTAJIH,429,23,10,283,4,320,33,10.3125
2024,januari,PADEMAWU,LEMPER,218,0,0,136,0,136,0,0
2024,januari,PADEMAWU,BARURAMBAT TIMUR,269,0,0,171,0,171,0,0
2024,januari,PADEMAWU,LAWANGAN DAYA,502,11,19,383,6,419,30,7.159904535
2024,januari,PADEMAWU,BUDDAGAN,401,1,2,249,2,254,3,1.181102362
2024,januari,PADEMAWU,TAMBUNG,218,3,0,95,0,98,3,3.06122449
2024,januari,PADEMAWU,SENTOL,416,0,2,174,2,178,2,1.123595506
2024,januari,SOPAAH,BADDURIH,149,0,4,133,1,138,4,2.898550725
2024,januari,SOPAAH,PAGAGAN,191,8,8,147,1,164,16,9.756097561
2024,januari,SOPAAH,MAJUNGAN,131,13,24,78,2,117,37,31.62393162
2024,januari,SOPAAH,PADELEGAN,269,0,0,238,0,238,0,0
2024,januari,SOPAAH,TANJUNG,596,10,53,260,0,323,63,19.50464396
2024,januari,SOPAAH,PADEMAWU TIMUR,523,1,25,402,3,431,26,6.032482599
2024,januari,SOPAAH,JARIN,294,1,8,255,2,266,9,3.383458647
2024,januari,SOPAAH,PREKBUN,86,1,9,64,1,75,10,13.33333333
2024,januari,SOPAAH,SOPA'AH,66,2,7,16,1,26,9,34.61538462
2024,januari,SOPAAH,BUDDIH,76,1,1,69,1,72,2,2.777777778
2024,januari,SOPAAH,DURBUK,207,5,25,169,0,199,30,15.07537688
2024,januari,SOPAAH,SUMEDANGAN,290,1,0,237,0,238,1,0.420168067
2024,januari,GALIS,KONANG,292,5,12,233,25,275,17,6.181818182
2024,januari,GALIS,PANDAN,85,0,3,73,6,82,3,3.658536585
2024,januari,GALIS,LEMBUNG,92,1,0,86,3,90,1,1.111111111
2024,januari,GALIS,GALIS,190,1,0,179,7,187,1,0.534759358
2024,januari,GALIS,BULAY,182,2,3,37,29,71,5,7.042253521
2024,januari,GALIS,TOBUNGAN,208,0,0,89,1,90,0,0
2024,januari,GALIS,PAGENDINGAN,171,2,1,159,9,171,3,1.754385965
2024,januari,GALIS,PONTEH,200,9,21,131,8,169,30,17.75147929
2024,januari,GALIS,POLAGAN,328,1,2,299,11,313,3,0.958466454
2024,januari,GALIS,ARTODUNG,120,12,5,65,6,88,17,19.31818182
2024,januari,LARANGAN,PELTONG,222,1,2,119,0,122,3,2.459016393
2024,januari,LARANGAN,TRASAK,425,4,49,209,0,262,53,20.22900763
2024,januari,LARANGAN,TENTENAN BARAT,116,3,1,81,0,85,4,4.705882353
2024,januari,LARANGAN,TENTENAN TIMUR,166,4,12,99,1,116,16,13.79310345
2024,januari,LARANGAN,GRUJUGAN,321,1,14,138,2,155,15,9.677419355
2024,januari,LARANGAN,BLUMBUNGAN,1441,65,60,659,19,803,125,15.56662516
2024,januari,LARANGAN,LARANGAN LUAR,671,24,44,330,1,399,68,17.04260652
2024,januari,TALANG,LARANGAN DALAM,227,0,5,196,0,201,5,2.487562189
2024,januari,TALANG,PANAGUAN,170,0,8,143,0,151,8,5.298013245
2024,januari,TALANG,MONTOK,218,1,6,191,0,198,7,3.535353535
2024,januari,TALANG,KADUARA BARAT,273,0,4,257,0,261,4,1.53256705
2024,januari,TALANG,LANCAR,121,0,7,103,0,110,7,6.363636364
2024,januari,TALANG,TARABAN,75,0,4,68,0,72,4,5.555555556
2024,januari,TALANG,DUKUH TIMUR,167,1,11,145,0,157,12,7.643312102
2024,januari,TEJA,TEJAH BARAT,254,1,3,241,1,246,4,1.62601626
2024,januari,TEJA,TEJAH TIMUR,244,3,1,198,6,208,4,1.923076923
2024,januari,TEJA,JALMAK,187,0,2,181,0,183,2,1.092896175
2024,januari,TEJA,LADEN,339,1,13,238,3,255,14,5.490196078
2024,januari,TEJA,PANEMPAN,208,0,5,183,0,188,5,2.659574468
2024,januari,TEJA,KANGENAN,359,1,3,343,0,347,4,1.152737752
2024,januari,TEJA,PATEMON,327,1,5,309,1,316,6,1.898734177
2024,januari,TEJA,BARURAMBAT KOTA,555,2,1,535,0,538,3,0.557620818
2024,januari,TEJA,PARTEKER,276,1,2,255,0,258,3,1.162790698
2024,januari,TEJA,JUNGCANGCANG,436,0,9,403,0,412,9,2.184466019
2024,januari,KOWEL,BETTET,328,3,5,175,9,192,8,4.166666667
2024,januari,KOWEL,NYLABU LAOK,290,10,8,137,1,156,18,11.53846154
2024,januari,KOWEL,NYLABU DAYA,479,1,4,178,1,184,5,2.717391304
2024,januari,KOWEL,BUGIH,787,2,7,423,14,446,9,2.01793722
2024,januari,KOWEL,GLADAK ANYAR,1222,0,1,612,3,616,1,0.162337662
2024,januari,KOWEL,KOLPAJUNG,548,0,3,404,8,415,3,0.722891566
2024,januari,KOWEL,KOWEL,713,1,7,423,0,431,8,1.856148492
2024,januari,KOWEL,TORONAN,273,0,3,196,0,199,3,1.507537688
2024,januari,PROPPO,TOKET,256,0,0,7,0,7,0,0
2024,januari,PROPPO,KARANGANYAR,144,1,3,72,3,79,4,5.063291139
2024,januari,PROPPO,SAMIRAN,218,3,3,63,0,69,6,8.695652174
2024,januari,PROPPO,PROPPO,255,1,7,98,1,107,8,7.476635514
2024,januari,PROPPO,MAPPER,253,1,0,88,0,89,1,1.123595506
2024,januari,PROPPO,PANGLEMAH,143,5,10,74,1,90,15,16.66666667
2024,januari,PROPPO,BILLA'AN,296,1,0,13,0,14,1,7.142857143
2024,januari,PROPPO,TLANGOH,201,2,4,102,4,112,6,5.357142857
2024,januari,PROPPO,KODIK,139,0,4,68,1,73,4,5.479452055
2024,januari,PROPPO,LENTENG,95,0,1,30,0,31,1,3.225806452
2024,januari,PROPPO,SAMATAN,201,1,19,173,1,194,20,10.30927835
2024,januari,PROPPO,KLAMPAR,464,2,3,163,9,177,5,2.824858757
2024,januari,PROPPO,RANG PERANG LAOK,210,0,2,91,2,95,2,2.105263158
2024,januari,PROPPO,PANGURAYAN,224,1,1,67,0,69,2,2.898550725
2024,januari,PROPPO,BANYUBULU,310,0,6,125,6,137,6,4.379562044
2024,januari,PROPPO,RANG PERANG DAYA,187,1,2,144,3,150,3,2
2024,januari,PANAGUAN,GRO'OM,232,0,0,177,3,180,0,0
2024,januari,PANAGUAN,BATUKALANGAN,294,10,8,92,77,187,18,9.625668449
2024,januari,PANAGUAN,CANDIBURUNG,278,15,18,107,1,141,33,23.40425532
2024,januari,PANAGUAN,PANGTONGGAL,368,22,31,125,0,178,53,29.7752809
2024,januari,PANAGUAN,SRAMBAH,336,10,9,143,1,163,19,11.65644172
2024,januari,PANAGUAN,BADUNG,314,15,11,77,19,122,26,21.31147541
2024,januari,PANAGUAN,TATTANGOH,347,20,20,94,0,134,40,29.85074627
2024,januari,PANAGUAN,PANGBATOK,284,8,1,173,0,182,9,4.945054945
2024,januari,PANAGUAN,PANAGUAN,428,3,4,364,0,371,7,1.886792453
2024,januari,PANAGUAN,CAMPOR,298,15,2,223,9,249,17,6.827309237
2024,januari,PANAGUAN,JAMBRINGIN,311,8,23,280,2,313,31,9.904153355
2024,januari,PALENGAAN,BANYUPELLE,970,3,1,697,122,823,4,0.486026731
2024,januari,PALENGAAN,REK KERREK,1074,5,10,993,35,1043,15,1.438159156
2024,januari,PALENGAAN,ROMBUH,244,0,0,244,2,246,0,0
2024,januari,PALENGAAN,PALENGAAN LAOK,1105,4,3,780,9,796,7,0.879396985
2024,januari,PALENGAAN,PALENGAAN DAJA,1052,2,4,928,85,1019,6,0.588812561
2024,januari,PEGANTENAN,BULANGAN BARAT,267,0,0,263,0,263,0,0
2024,januari,PEGANTENAN,PALESANGGAR,555,6,27,433,0,466,33,7.081545064
2024,januari,PEGANTENAN,PEGANTENAN,256,0,7,223,1,231,7,3.03030303
2024,januari,PEGANTENAN,TEBUL TIMUR,206,0,0,190,0,190,0,0
2024,januari,PEGANTENAN,TEBUL BARAT,95,0,2,84,0,86,2,2.325581395
2024,januari,PEGANTENAN,AMBENDER,323,3,3,315,0,321,6,1.869158879
2024,januari,PEGANTENAN,PASANGGAR,596,0,3,492,1,496,3,0.60483871
2024,januari,PEGANTENAN,TANJUNG,395,2,68,312,2,384,70,18.22916667
2024,januari,BULANGAN HAJI,PLAKPAK,725,2,7,405,24,438,9,2.054794521
2024,januari,BULANGAN HAJI,BULANGAN HAJI,405,0,6,228,1,235,6,2.553191489
2024,januari,BULANGAN HAJI,TALAGAH,138,0,3,106,0,109,3,2.752293578
2024,januari,BULANGAN HAJI,BULANGAN TIMUR,308,0,4,146,0,150,4,2.666666667
2024,januari,BULANGAN HAJI,BULANGAN BRANTA,166,0,1,60,0,61,1,1.639344262
2024,januari,KADUR,PAMAROH,335,5,21,242,0,268,26,9.701492537
2024,januari,KADUR,PAMOROH,1055,11,13,584,6,614,24,3.908794788
2024,januari,KADUR,BANGKES,1217,11,24,550,14,599,35,5.843071786
2024,januari,KADUR,KADUR,995,2,16,543,25,586,18,3.071672355
2024,januari,KADUR,BUNGBARUH,490,1,18,315,2,336,19,5.654761905
2024,januari,KADUR,SOKOLELAH,147,0,5,107,1,113,5,4.424778761
2024,januari,KADUR,GAGAH,95,0,4,61,2,67,4,5.970149254
2024,januari,KADUR,KERTAGENA LAOK,155,0,7,140,0,147,7,4.761904762
2024,januari,KADUR,KERTAGENA TENGAH,504,6,26,260,2,294,32,10.88435374
2024,januari,KADUR,KERTAGENA DAYA,443,0,5,265,1,271,5,1.84501845
2024,januari,PAKONG,BICORONG,328,1,0,258,0,259,1,0.386100386
2024,januari,PAKONG,KLOMPANG BARAT,206,0,2,196,0,198,2,1.01010101
2024,januari,PAKONG,KLOMPANG TIMUR,58,0,0,48,0,48,0,0
2024,januari,PAKONG,BAJANG,113,0,5,107,0,112,5,4.464285714
2024,januari,PAKONG,CENLECEN,216,0,3,200,0,203,3,1.477832512
2024,januari,PAKONG,BANBAN,57,1,0,47,0,48,1,2.083333333
2024,januari,PAKONG,SOMALANG,75,0,1,76,0,77,1,1.298701299
2024,januari,PAKONG,PALALANG,86,0,1,84,0,85,1,1.176470588
2024,januari,PAKONG,SEDDUR,358,0,0,201,0,201,0,0
2024,januari,PAKONG,PAKONG,394,0,2,383,0,385,2,0.519480519
2024,januari,PAKONG,BANDUNGAN,208,0,0,174,0,174,0,0
2024,januari,PAKONG,LEBBEK,306,2,1,255,0,258,3,1.162790698
2024,januari,WARU,SANA LAOK,393,32,14,395,6,447,46,10.29082774
2024,januari,WARU,WARU TIMUR,662,16,16,604,5,641,32,4.992199688
2024,januari,WARU,WARU BARAT,646,23,10,607,5,645,33,5.11627907
2024,januari,WARU,TLONTOARES,130,8,5,130,1,144,13,9.027777778
2024,januari,WARU,TEGANGSER LAOK,172,15,5,152,1,173,20,11.56069364
2024,januari,TAMPOJUNG PREGI,SUMBER WARU,329,0,2,284,4,290,2,0.689655172
2024,januari,TAMPOJUNG PREGI,BAJUR,284,3,1,132,64,200,4,2
2024,januari,TAMPOJUNG PREGI,RAGANG,262,0,2,216,0,218,2,0.917431193
2024,januari,TAMPOJUNG PREGI,TAMPOJUNG TENGGINA,219,0,2,182,11,195,2,1.025641026
2024,januari,TAMPOJUNG PREGI,TAMPOJUNG TENGAH,163,0,2,143,0,145,2,1.379310345
2024,januari,TAMPOJUNG PREGI,TAMPOJUNG GUWA,74,0,0,68,0,68,0,0
2024,januari,TAMPOJUNG PREGI,TAMPOJUNG PREGI,420,4,5,366,20,395,9,2.278481013
2024,januari,BATUMARMAR,PANGERREMAN,282,0,4,244,0,248,4,1.612903226
2024,januari,BATUMARMAR,BUJUR BARAT,729,0,3,718,0,721,3,0.416088766
2024,januari,BATUMARMAR,BUJUR TENGAH,499,0,6,489,0,495,6,1.212121212
2024,januari,BATUMARMAR,BUJUR TIMUR,443,0,0,440,0,440,0,0
2024,januari,BATUMARMAR,PONJANAN TIMUR,622,0,19,585,0,604,19,3.145695364
2024,januari,BATUMARMAR,PONJANAN BARAT,329,0,4,305,0,309,4,1.294498382
2024,januari,BATUMARMAR,LESONG LAOK,240,0,1,194,0,195,1,0.512820513
2024,januari,BATUMARMAR,BANGSEREH,358,0,4,283,0,287,4,1.393728223
2024,januari,BATUMARMAR,BLABAN,463,0,12,451,0,463,12,2.591792657
2024,januari,BATUMARMAR,TAMBERU,39,0,0,2,0,2,0,0
2024,januari,BATUMARMAR,BATUBINTANG,935,0,2,496,0,498,2,0.401606426
2024,januari,BATUMARMAR,LESONG DAJA,348,0,5,189,0,194,5,2.577319588
2024,januari,BATUMARMAR,KAPONG,267,0,1,246,0,247,1,0.4048583
2024,januari,PASEAN,SANA TENGAH,343,10,4,298,6,318,14,4.402515723
2024,januari,PASEAN,SANA DAJA,277,14,6,308,5,333,20,6.006006006
2024,januari,PASEAN,DEMPO BARAT,302,0,4,308,4,316,4,1.265822785
2024,januari,PASEAN,DEMPO TIMUR,172,0,3,168,0,171,3,1.754385965
2024,januari,PASEAN,BINDANG,336,0,5,326,13,344,5,1.453488372
2024,januari,PASEAN,BATUKERBUY,326,0,4,321,0,325,4,1.230769231
2024,januari,PASEAN,TLONTORAJA,469,4,8,468,0,480,12,2.5
2024,januari,PASEAN,TAGANGSER DAJA,210,1,4,203,1,209,5,2.392344498
2024,januari,PASEAN,SOTABAR,268,4,5,255,4,268,9,3.358208955
2024,januari,BANDARAN,DABUAN,147,0,11,123,0,134,11,8.208955224
2024,januari,BANDARAN,TERRAK,289,1,10,186,0,197,11,5.583756345
2024,januari,BANDARAN,MANGGAR,143,0,6,112,0,118,6,5.084745763
2024,januari,BANDARAN,BANDARAN,335,0,7,307,2,316,7,2.215189873
